4943	0,159;336,588;658,737;970,1023;1487,1806;2451,2510;2698,3146;3280,3532;3614,3750;3937,4677
4944	0,86;33505,33568;38755,38942;44150,44227;49136,49307;53872,53996;54477,54611;60408,63555
4945	0,321;1298,1429;2089,2240;2497,3261
4946	0,400;21199,21386;22548,22628;25784,25955;28033,28160;30697,32768
4947	0,362;53472,53537;54688,55091;57216,57403;58644,58778;58990,59084;61237,61317;71436,71533;72923,73000;73918,74089;75835,75959;78452,78586;79909,81781
4948	0,99;190,357;523,952;1225,1308;93571,93702;106065,106093;139160,139596;147437,153353
4949	0,229;851,967;41724,41762;45159,45209;56924,57055;58338,58565;60177,60295;72296,72486;75699,75743;76486,76566;77759,77815;80057,80162;86744,86880;89556,92598
4950	0,252;2915,3119;4195,4347;6663,6744;7513,7593;11189,11274;14767,14863;15215,15305;16446,16569;17819,17912;21622,21852;22936,23106;25712,25811;27631,27813;30447,30553;31174,31277;32435,32488;32586,32691;33741,33856;34221,34294;35367,35445;35535,35614;36831,36968;37078,37163;37472,37620;40050,40173;41033,41130;42712,42913;44432,44471;44723,44784;51929,51991;52351,52411;53951,54064;54559,54670;55366,55493;55967,56121;58381,58483;59146,59221;64934,66599
4951	0,53;427,627;3794,3872;6863,7188;7730,7791;8651,9197;9351,9428;9975,10169;10218,10316;11693,11757;11929,11978;12837,12905;13382,13522;15495,15914;16504,16604;16806,16937;25406,25555;27022,27210;29059,29170;29391,29460;30291,30386;30513,30571;31488,31560;35031,35781;37445,37778;40492,40752;41435,41716;45041,51112
4952	0,182;558,659;673,730;3165,3687;3774,3976;7546,7645;10155,10293;17040,17110;18240,18303;20697,21240;22799,23028;23346,23500;23991,24149;29225,29371;39646,39990;42605,42731;48025,48218;66269,66359;68895,68960;70556,70783;72324,72405;93521,93591;99976,101483
4953	0,307;670,2884;10356,10391;29962,30083;31731,31776;63887,63924;70983,71100;85070,85205;89210,90853;94065,94207;117410,117494;118539,118719;122517,124601;136206,145155;152826,154748;172087,172375;177961,178002;197296,197705;204931,205392;209773,210257;252212,252408;253711,253849;270013,270245;270979,271061;273693,280628
4954	0,157;608,666;785,1180;1207,1414;1502,1582;3167,3497;5441,5622;7172,8524
4955	0,224;348,769;1487,1992;2383,2613;3507,3805;9313,9567;10312,10636;11910,12234;15329,15495;17564,18121
4956	0,160;13998,14086;19520,19657;21242,21388;25068,25226;27519,27725;30280,30502
4957	0,58;264,296;1881,2208;14521,14789;15021,15104;31250,32051;32283,32371;37396,37523;39794,40070;40929,40962;43335,43389;43958,47056
4958	0,137;6522,6970;7537,7602;7845,7938;9079,9207;10410,10536;10984,11255;11567,11883;12250,12321;12695,12757;13413,13535;14314,14410;16300,16422;17364,17372;18417,18624;18779,18928;20130,20291;20589,20708;22157,22197;24102,24239;27983,28156;28545,28928;29636,31983;32070,35888
4959	0,97;2561,2700;6222,6335;6827,6891;9461,9546;12272,12472;20446,20531;26225,26310;26461,26520;27253,27361;30250,32362;33181,33291;35405,35509;42911,43317
4960	0,93;23996,24609;29369,29482;32819,32906;33670,33727;34066,34159;36628,36732;37407,37610;40455,40534;41315,42472;46919,48579
4961	0,201;516,3842;3967,4183;4445,5157
4962	0,197;283,853
4963	0,344;932,1314;5934,6053;11493,11631;13815,13895;17462,17931
4964	0,543;10558,10711;17848,20984;23002,23053;27717,27850
4965	0,481;623,699;1580,2043;2065,2629
4966	0,323;543,821;1529,1601;2557,2666;3711,3815;4181,4362;4484,4577;4690,5548;5749,14470
4967	0,122;27446,27489;64044,64158;296160,296258;309801,309922;362033,362275;393098,393265;396668,396749;400087,400209;405017,405088;406048,406272;414587,414703;432555,432593;433879,434106;456722,456814;457046,457105;458749,458844;462985,463009;464167,464228;469771,469844;481753,484785
4968	0,369;428,597;745,1265;1368,2326
4969	0,57;1965,2763;2846,2973;5375,5461;5554,6004;6232,7281;7543,8263
4970	0,267;498,634;1053,1145;1738,2201;2362,2477;2590,2779;2861,8501
4971	-28,170;3418,4227;4308,4652;4775,9020;12081,12285;16861,16917;17247,17448;26304,26507
4972	0,288;9075,9188;9676,9779;19282,19365;20571,20700;25167,25289;25607,25657;25742,27617;27763,28011;28286,28348;28454,28498;37594,37638;48352,48954;49420,49761;52966,53746
4973	0,668;1584,1703;2165,2385;3516,5459;5848,5964;6424,6441;6593,6730;7111,7841
4974	0,292;779,901;37934,38109;43531,45456;59185,59495;59539,60055;61913,61945;62661,62789;66037,68963
4975	
4976	0,167;35256,36320;54991,55209;55645,55850;71758,71991;101349,101378;112431,112639;113157,113342;127821,127953;137238,137294;140792,140926;145548,145853;148180,148412;153506,153534;156760,157065;159452,159601;160540,160609;161719,161785;163236,163346;169179,170040;171616,171786;172549,172648;173729,173883;176486,176611;176873,177719;180089,180156;183096,183184;198336,198433;198474,198641;200124,200219;201504,201634;202294,204367
4977	0,356;712,920;1902,2050;2851,5212;5498,5605;6202,6334;6387,6422;6525,7124;11133,11307;12490,12768;12967,13108;15583,15678;16834,16931;18790,18924;20811,20910;22108,22173;23992,24146;24297,24817;26135,26569;26686,26807;27932,27999;28776,28864;29071,29168;29477,29827;30593,30803;30929,31024;31958,32088;35841,36229;38123,38635
4978	0,329;384,1340;1418,1678;1758,1886;3069,3136;3288,3411;3633,3803;3960,4029;4113,4223;4469,4564;4772,4899;4944,5099;5373,5807;6551,6928;6992,7169;7536,8057;8564,8821;8949,9036;9518,10547
4979	0,286;38579,38732;76155,76338;87151,87280;91771,92163;93828,93956;95356,95381;95569,95601;111500,111623;113473,113622;115284,115353;116573,117029;118877,120563;125775,125909;126031,126166;131891,132042;133754,133879;133965,134096;135134,135201;146612,146700;148077,148174;150185,150648;156117,156204;156804,156902;159536,159666;160384,163198
4980	0,445;38081,38240;46469,46567;48661,48729;52180,52365;53738,53873;56187,56388;66074,66211;77557,77813;80269,80481;86326,86493;86879,87032;87164,87270;87774,87892;90120,90306;95800,95905;97298,97391;98345,98445;104279,104481;105425,105536;107610,107737;110721,110862;127263,127415;128128,128259;129633,129721;130922,131098;134364,134565;135250,135376;142826,142840;145797,145805;148015,148319;149730,149859;153845,153943;158263,158283;164933,165106;165706,165914;167625,167782;170034,170148;170848,170995;171451,171639;171826,171998;173040,174104;174421,174524;175873,176026;176510,176610;176898,180321
4981	0,278;1043,1759;89733,89892;93288,93386;96895,96963;104067,104252;105843,105978;120548,120749;123987,124124;126463,126719;130144,130356;136035,136202;140284,140390;143267,145868;148001,148106;156048,159379;167555,167655;168955,169157;171416,171527;171774,171901;176142,176283;179545,179697;179872,180003;187455,187543;193260,193436;204814,205015;205126,205252;225383,225461;227151,227280;229095,229193;230484,230657;234291,234499;235605,235762;236721,236835;239024,239212;240487,240659;241072,241234;243224,243381;243501,243732;244629,244782;245169,245269;246572,248526
4982	0,156;2462,2817;12384,12854;14753,15186;16699,16859;16965,23223
4983	0,149;21544,21704;33021,36518;37038,37128;42624,42770;47606,52276
4984	0,468;3816,4101;4482,4544;5321,5413;6012,6291;7761,7983;8792,9044
4985	0,205;1977,2085;6935,7034;8391,9008;9826,9867;13238,16092;18898,19157;27641,27917;51292,52308;68463,68612;71219,71919;78232,78368;81539,81712;83345,83543;90972,91136;92872,93027;94676,94717;97128,97444;99336,99945;100874,101374;102105,102177;105029,108102
4986	0,800;1215,2112;7154,7461;7728,8233;9179,9281;16912,19811
4987	0,1229;2422,2786;3188,3372;5621,7102
4988	0,1372;3326,3754;4424,5507
4989	0,933;4242,6702
4990	0,456;72885,72975;85728,85893;98059,98236;117579,117635;122085,122096;122504,122588;133577,134098;135152,135946;137745,138546;140126,140271;140428,140485;141283,141331;144559,144753;145125,145191;148089,148151;151886,152150;154738,154795;155330,166307
4991	0,220;697,810;2926,2994;3105,3149;3907,3948;5564,5824;7088,7150;8918,9099;13271,18080;25870,26024;33385,33479;34637,34790;52755,52855;57863,58072
4992	0,1117;3723,3930;4926,6740;9162,9291;11432,14018
4993	0,417;38567,42835
4994	0,711;2265,2374;3854,4203
4995	0,208;4692,4814;7373,7438;7688,8049;8509,8677;9068,9267;12179,12292;12945,13051;13792,13934;14648,15833
4996	0,85;150,1088;1775,1980;2179,3672;4421,4555;4885,5368;6663,6797;6975,7080;8355,8651;8854,9183;9867,9935;10294,10455;12503,12685;13280,13316;13431,13495;14608,15178;20968,22921
4997	0,467;7589,7813;11511,11662;24929,25069;27570,27711;28084,28246;28896,29061;29399,29525;29782,29956;30310,30452;34719,34856;35096,35518;35924,36040;36379,36636;37553,37607;38703,39744
4998	0,151;2491,2558;2724,2925;4550,4698;5268,5425;5986,6134;6959,7938;8081,8184;8362,8651;8822,9295;9308,9747;10295,10403;10681,10911;10994,13660
4999	0,264;1185,2001
5000	0,476;501,907;991,1194;2097,2312;2753,3328;3424,3845;3944,4320
5001	0,97;910,1167;46119,46419;62733,62878;66410,66633;71670,71816;77374,77877;77903,80300
5002	0,669;982,1034;4332,4425;7263,7897;7952,8797;8841,9077;11192,11261;11999,12132;12748,12970;13767,13964;15157,15358;15906,16014;16304,16362;17820,18247
5003	0,97;582,914;1462,2172;2672,3514;3584,3969;4195,4417;5821,6018;7752,8037;8244,8419;8599,8657;8986,9953
5004	0,281;1085,1201;2098,2538;2988,3132;3629,4255;4703,5110;5180,5249;5620,6133;6983,7205;7315,8051;8075,8589;8739,8797;8886,9039
5005	0,219;417,419;6111,6239;6980,7170;9478,9626;11282,11451;11547,11678;13287,13340;14834,14839;19138,19194;21613,21780;24564,24689;26553,26748;29779,29846;30357,30474;32003,33089;61987,62276
5006	0,351;17358,17459;20481,20683;24160,24292;26353,26476;29419,30529
5007	0,316;5887,6206;15321,15436;18342,18428;18768,18794;19399,22127;24068,25899;26229,26755;29281,29707;33939,34367;34770,34933;35232,35331;37116,37355;38270,38817;39600,42352
5008	0,256;119364,119466;302756,302899;373920,374063;374855,374992;425456,425629;426851,427176;430756,430989;442158,442370;460383,460489;464407,464524;488378,488562;517331,517438;521454,521510;550170,550272;562770,562855;572787,573390
5009	0,268;1586,1633;119627,119770;193986,194074;200063,200197;214299,214454;223569,223775;233119,233352;235575,235787;237568,237674;246622,246736;265907,266088;268226,268333;271741,271849;275274,275359;277872,279948
5010	0,71;110340,111325;122808,122949;125300,125431;134296,134430;140450,140525;140904,141024;143920,144074;144512,144625;147682,147816;149644,149709;154275,154340;154482,154633;165465,165544;167353,167694;177018,177154;177282,177337;182443,182593;183613,183686;183695,183899;183983,184153;187582,187784;193375,193446;193914,193992;195673,199552
5011	0,259;39760,39832;41974,42090;43126,43407;44159,44219;46910,47007;50652,50731;52371,52490;53579,53688;56490,56555;56850,56922;60002,60110;61342,61473;64054,64085;64907,65034;66252,66321;67760,67847;68976,69841;70526,70577;71864,72018;74329,74458;75678,75758;76915,77047;78546,78708;82325,87139
5012	0,201;34614,34705;34926,35028;46733,46888;51934,52059;54149,54209;55130,55303;55890,55987;56210,56289;57069,57200;65476,65531;71991,72056;72703,72775;77451,77606;79593,79701;80445,80528;82823,82948;86378,86409;87140,87267;89404,89491;89649,89736;90851,91035;92346,93337;94968,95105;100306,100833;101203,102748;104083,104218;105201,105278;108498,108630;110440,110596;115762,116367
5013	0,196;8793,9020;10005,10134;13013,13088;21585,21707;24100,24225;24389,24449;29881,29978;42806,42885;45720,45968;46638,46936;48294,48359;49426,49498;54612,54720;56922,57053;57434,57465;65055,65182;90230,90296;91850,91937;93785,93963;95598,95649;97604,97758;105146,105281;108913,108990;109589,109721;111782,111938;118344,118976
5014	0,196;9558,10416;11059,11229;13283,16706
5015	0,163;857,918;2674,3537;5408,6014;9218,11784
5016	0,97;3269,3651;4227,4668;17105,17251;67497,67676;96958,97069;103330,103471;104195,104374;108421,108638;123862,123985;129848,132524
5017	0,473;2589,2734;4124,4750;6122,6341;6997,8649;10875,11303
5018	0,198;472,612;2020,2558;3086,3133;3804,6331;6753,8361;28333,28761
5019	0,169;366,649;5961,6464;31857,32099;57906,58024;72751,72871;128255,128641;149581,150820
5020	0,214;43873,43987;44178,44476;111457,111585;127511,128029;130565,130715;131420,131522;132697,133068;133578,134617;135667,135927;148690,148803;152945,153082;154398,157916
5021	0,164;1697,1814;2385,2535;2675,2834;2916,3143;3507,3761;4056,4175;4432,5104;5185,5947
5022	0,235;841,941;4867,4994;7153,7275;13738,13855;24656,24806;27525,27684;28684,28917;35694,35966;36135,36245;36670,36807;37611,37854;40116,41463
5023	0,138;7698,7802;8756,8953;9810,10015;13089,13239;13742,13845;15629,15688;15972,16126;17611,17946;20437,20761;22218,22303;22957,23602;24541,28543;53622,53741;54923,55089;71650,71912
5024	0,925;3469,3575;8249,8308;10207,10469;11587,11703;22623,22882;23091,23291;31227,31513;32254,33175;36238,36381;42025,42100;42340,42375;42987,43075;43384,43463;44414,44475;45421,45522;46375,46515;47491,47547;49274,49389;52385,56706;57849,58315;59846,61389
5025	0,174;461,561;1412,1533;10829,10897;11383,11704;14156,14232;17570,17713;19174,19249;19983,20018;20955,21043;21809,21888;22857,22921;25539,25640;26099,27285;28174,29624;29806,31036
5026	0,82;356,458;1940,2122;19755,19960;20219,20369;26286,26389;29188,29244;31879,32012;36450,36616;39028,39352;41361,41552;43006,43168;44946,46734
5027	0,530;3511,3656;3732,3849;4507,5295;5540,5803;5987,6097;6478,6612;6711,7452
5028	0,2264;4018,5422;6041,6484;8366,8485;9081,11629
5029	0,387;1162,1593;1970,2025;4101,4324;5433,5533;6140,6248;8727,8821;9479,9583;12247,12353;15847,15950;24944,25455;25580,25666;26102,26516;31089,31224;34174,34293;35526,35628;36197,38747
5030	0,1297;2386,2540;3230,3351;3818,3976;4063,4124;4903,6762
5031	0,1312;16239,16312;25401,26035;34066,34522;35701,35962;38104,38217;39602,39847;44027,44120;45867,46004;48354,48471;49262,49436;54767,55030;56051,56160;57033,57389;57975,58412;60047,60226;60420,60564;63209,63327;65383,65622;66626,68633;68856,68936;70937,70993;72267,72344;74813,74880;76663,76813;76935,77081;77497,77543;77717,77830;78620,78785;80713,80877;81837,81998;84273,84742;84987,88293
5032	0,116;10665,12034;13612,13722;29774,29873;31569,31676;32173,32558;36594,36887;37785,37970;40044,40184;40716,40794;41487,41536;42253,42310;44947,45092;55157,55264;56192,56382;56780,56957;61578,61714;63089,63258;63570,63744;63857,63993;67615,67801;68290,68456;70129,70298;71159,71401;73857,74021;75726,75884;77517,77611;78097,78368;79026,79983;80069,80238;82033,82229;87762,87873;88033,88176;93384,93542;93725,93808;94257,94391;94751,94795;94880,95033;95399,95640;95807,95980;100403,100539;100679,101096;103226,103304;103423,103677;105054,105099;105179,105288;112190,112403;112546,112781;114748,114966;114988,117566;118179,119721;125781,126673;127481,131182
5033	0,431;2941,3058;3735,4270;42023,42239;53206,53396;53571,53870;62448,62635;63057,63141;66971,67089;67218,67423;76160,76266;81969,82170;82872,83086;84227,84420;84990,85100;86033,87050;87510,88055;88308,88422;88758,88931;90809,93036
5034	0,119;6650,6746;27488,27677;100340,100814;102265,102344;106239,106451;110124,110228;124774,124816;128601,128676;131133,131351;143309,143396;146002,146154;148735,148832;152163,152335;166013,166221;171498,171554;171720,171761;173331,173393;177866,178130;181642,181677;183300,185715;209141,210844;222245,222647;225277,225357;228608,228712;229728,232955
5035	0,108;338,371;1176,1309;1333,1465;18169,18382;19193,19330;20922,20976;22189,22295;30156,30312;31175,31243;33919,34023;63238,63392;82260,82450;84047,84211;86448,86552;87126,87168;90768,90843;93613,93831;96172,96259;96843,96995;98773,98870;99118,99293;102708,102856;103825,103860;106355,106537;109369,109473;114345,116276;116797,116904;117984,118394;120768,120872;122853,122936;127372,127458;128257,128340;130360,130440;130774,130890;137828,141295
5036	0,180;746,942;47480,47503;47989,48041;49131,49219;49727,49760;62555,62702;84526,84717;92839,93039;106823,107328;108005,108217;136613,136717;154459,154501;158782,158857;162142,162360;163744,163831;168203,168355;168881,168978;172856,173028;178054,178226;180155,182721;182833,182868;183116,183178;184697,185218;186547,186648;190784,190951;192941,192994;193196,193759;194415,195863;197489,197786;199604,199684;204994,205191;222724,223975
5037	0,323;1709,1778;16277,16349;18272,18360;53052,53370;86390,86787;87280,87387;90144,90360;91002,91079;101701,101749;109277,109442;112093,112175;122422,122535;141330,141429;141450,141887;150577,150630;152262,152459;164337,164400;185456,185560;186820,186862;192590,192665;196579,196797;197144,197231;199315,199488;201315,201452;202235,202387;206341,206438;207147,207322;210494,210658;210769,210989;214322,214882;220081,220134;222964,222999;223372,223935;229657,232679;233274,233642;234368,234499;234993,235091;235553,238319
5038	0,375;26532,26593;111826,111930;138993,139044;143912,144077;152986,153083;154300,155908;156735,156822;159337,159425;160024,160087;170126,170189;178506,178597;179579,179716;184561,184682;190538,190644;209334,209424;213254,213340;213812,213895;214828,214941;223608,223655;224671,224748;235181,235300;235929,235953;248324,248371;248947,249307;250211,250321;250496,250577;254198,256698;260874,260915;273318,273435;275436,276875
5039	0,823;41043,41147;52531,52573;53413,53491;55940,55984;57862,57914;62667,62787;64484,64571;64740,64828;65121,65190;65284,65453;67414,67523;69453,69483;73175,73208;77282,77346;79155,81233;103819,104042;107146,107264;112915,113040;117234,117301;120630,120728;126567,126744;128609,128686;135359,135475;138167,138235;144268,144413;146341,148989
5040	0,205;206,676;6072,6259;29001,29105;60173,60215;61095,61395;62471,62515;62696,62748;63966,64086;64224,64311;65488,65576;74166,74235;77342,77511;78550,78656;80244,80271;87239,87281;87694,87809;88584,88622;91055,92110;95159,95468;114683,115087;118613,118710;129998,130126;133220,133284;147562,147969;151831,151905;154461,154502;154872,155002;161836,166114
5041	0,557;4830,5015;5955,6188;9749,9867;10844,10948;11663,12009;12508,12646;12950,13053;13842,14084;14654,15291;18008,18168;19306,19439;23819,25910;41345,41490;90141,90315;112313,112364;114746,114815;114988,115058
5042	0,307;1363,1685;31580,32035;33175,33686;72867,73026;85061,85206;85604,85810;86154,87635;91524,91700;91783,96939;104760,104876;105517,105784;106549,106772;106881,107244;109663,111047
5043	0,192;544,730;980,1110;45774,45933;47102,48393;99182,99327;109455,109693;117342,117775;118230,118362;120515,120706;124711,124800;126352,126497;126604,126947;137204,137340;139157,139316;140228,140561;141865,143128
5044	0,65;23770,24651;28305,28890;30076,30141;31856,31919;33795,33896;34611,34811;40008,40052;41414,41876;42400,42443
5045	0,60;173431,173502;236718,237365;237477,237608;264997,265205;266357,268098
5046	0,97;11936,12880;14631,14874;16036,16172;17683,17790;18698,18771;20506,20611;23155,23269;23963,24113;27519,27674;32308,32465;36444,36598;38265,38405;41372,41536;43887,44006;44674,44933;49455,49595;50469,50836;51068,51265;51653,51763;53446,53568;54818,54984;56532,56753;59193,59409;59985,60110;63157,63301;66107,66278;67708,67870;77083,77476;79367,79523;82463,82657;84787,85000;87051,87199;88060,88261;88826,88898;90932,91038;96532,96707;99524,99711;100267,100476;101515,101659;106928,107170;108492,108708;109206,109548;111587,111921;114625,119665
5047	0,103;620,709;3712,3832;4545,5117;5656,5853;6107,6834
5048	0,168;1214,1281;7287,8066;8839,9241;9479,9634;9947,10571;10822,10972;11235,11411;11530,11588;12211,12507;13291,13573;13710,13771;13878,14085;14549,14698;15028,15221;17117,17272;17357,17794;18247,18603
5049	0,239;5124,5191;7040,7709;9637,9664;17657,17812;17902,18234;20317,20432;20898,21051;21520,21619;22172,22227;22481,22606;22719,23074;23648,23709;23814,24023;24217,24366;25668,25861;26498,26653;30767,31750
5050	0,312;19685,19749;102336,102996;233392,233547;234231,234566;288313,288437;291794,292821;299745,299847;300543,300607;305617,305742;311681,311866;321582,321643;323626,323835;341701,341850;342653,342846;364940,365095;371873,374610
5051	0,352;1844,2044;4721,4806;5417,5484;9808,10471;71642,71674;72858,73185;91512,91850;116212,116336;117430,117589;118544,118655;128021,128079;130596,130709;131188,131373;136706,137141;137594,137803;139911,140060;144051,144244;147583,147767;148060,148993;152132,152222;153650,156175
5052	0,933;27068,27132;68191,68854;174952,175107;179783,180118;249930,250054;256052,256211;266016,266121;293432,293497;303071,303138;304438,304563;305293,305478;317392,317453;318897,319106;322292,322441;334370,334563;338367,339934;346276,350932
5053	0,427;52244,52308;172749,173412;195423,195553;411683,411838;429371,430115;590569,590693;625029,625076;626835,626891;633137,633252;633987,634149;651838,651901;660771,660879;664713,664783;669353,669478;717777,717962;745010,745080;745886,746015;755343,755366;758094,758145;775635,775699;778031,778156;791579,791667;796212,796273;797797,797894;823292,823501;831538,831729;833705,833996;905680,905829;921344,921537;930778,930982;932842,932991;934006,934660;937608,937879
5054	0,302;4780,4844;8377,9893;61136,61291;62495,62830;147125,147249;149887,150070;154845,154953;155632,155687;160068,160193;161263,161448;162024,162085;163510,163719;164751,164900;172562,172755;174094,174249;176007,179527
5055	0,165;5725,5789;12653,13316;22916,23071;25307,26057;29762,29886;29960,30122;31666,31759;32542,32609;33748,33912;34112,34297;34587,34648;35274,35483;37097,37246;37334,37524;37736,37909;38063,40030
5056	0,172;2284,2348;3050,4861;8442,8597;10763,10918;11907,12257;29743,29876;30446,30553;33551,33722;37923,38031;41761,41822;41967,42092;42202,42328;42837,43127;43276,43473;44289,44454;44579,44782;45075,45224;45526,45719;46080,46180;46317,46472;46647,49279;50113,50402;51036,51253
5057	0,183;3016,3318;17383,17637;30139,30303;157858,157903;181937,182098;197461,197888;198340,198592;226047,226087;242655,242733;243674,243748;254705,254801;328015,328079;353570,354251;380165,380276;469731,470116;508647,508802;534913,535248;556351,556601;564217,564379;568167,568275;569141,569205;582059,582181;594775,595022;603673,603888;643347,643496;650515,650708;651535,651690;661211,662666
5058	0,204;64339,64405;70582,70646;73553,74237;89401,89452;152198,152353;154038,154373;171520,172001;180290,180426;182042,182207;184633,184741;185572,185639;195148,195270;195871,196118;197114,197329;198183,198332;199543,199736;201605,210661
5059	0,569;9534,9598;10720,11392;14046,14201;15058,15399;15559,15683;15828,16033;16114,16389;16630,16682;17693,17815;17903,18150;18618,18916;18945,19094;19188,19381;19469,19624;19730,20625
5060	0,542;1995,3318;3590,3877;4854,5250;7039,7380;7632,7964;8877,9001;10164,10329;13433,13602;13805,13869;14182,14426;14527,14774;19941,20156;20952,21548;21827,22020;22200,22355;23931,24956
5061	0,324;5991,6125;6939,7072;7695,8266;8570,8634;8905,9688;10414,10569;10899,11544;11845,12007;12221,13299;13431,13678;13913,14086;14711,14905;15153,15346;15469,15624;15735,16033
5062	0,523;15262,15452;18633,18820;21687,22071;28562,28789;29125,29254;29737,29945;32274,32382;34406,34531;35054,35471
5063	0,530;2063,2386;10147,10231;12825,12984;14177,14367;16093,16215;21057,21321;24684,25034;25541,25619;27259,27293;30104,30130;31644,31730;34583,34694;46005,46076;47880,48476;49775,49877;50694,50763;52970,53050;53407,53465;53665,54785
5064	0,83;388,515;1003,1466;1574,1659;2039,2196;2345,2473;5335,5438;5528,5664;5773,6516
5065	0,328;2523,2608;12841,13812;15550,15678;20335,20438;22528,22676;33073,33554
5066	0,27;34,115;168,1445;14281,15122;49084,49179;49727,49901;51131,51282;53364,53614;55893,55940;64624,64784;65612,65668;94737,100938;101341,101515;102136,102303;103700,110719;233448,233501;234176,234440;351926,353488
5067	0,8125
5068	0,209;1399,1992;2324,2508;3301,3629;5450,5543;10170,10419;13644,13768;14071,14145;14641,14724;16528,16831;17422,17570;17725,18161;19500,19757;19922,34307;34497,34632
5069	0,194;5833,5887;6634,6759;21461,21510;21726,21916;32779,32846;33756,33911;42305,42387;55934,56123;57519,57660;58436,58773;60782,60923;64243,64365;66340,68099;70005,70175;94270,94382;96437,96529;97297,97405;97490,98119;113096,113272;113467,114032;114999,115061;116238,116453;118341,121100
5070	0,442;1949,2109;3470,3836;3878,4575;5536,5654;6341,6421;6644,6772;7661,7791;8250,8519;8686,8790;8921,9151;9301,11207
5071	
5072	0,3718
5073	0,249;807,911;1110,1495;2237,2412;2493,2650;3029,3458;5564,7137
5074	0,485;1375,7126
5075	0,26;5166,21140
5076	0,315;6389,6473;11645,11744;13000,13156;14132,14271;16178,16272;21400,21526;22202,22394;24140,24311;26437,26670;27579,27663;28150,28209;28512,28532;35602,35712;39293,39456;40345,40552;41298,41410;45403,45520;49316,49675;57835,58068;59254,59516;62400,62452;63260,63469;63814,64148;65201,65280;65801,65902;66418,66573;67043,67240;67939,68112;73260,73420;74511,74589;77411,77600;77702,78057
5077	0,66;1130,1222;92753,93168;94319,94366;101602,101750;154064,154200;169336,169476;198027,198160;199357,199436;201027,201103;211406,211473;212504,212665;212793,212942;215807,215889;216437,216980;217223,217306;219637,219993;220055,220136;220214,220303;221589,221715;223744,223832;224176,224435;227899,228184;231323,231506;235069,235202;240499,240607;241483,241626;250567,250887;257922,258102;259042,259171;260899,262171
5078	-37099207,-37098921;-37098355,-37098058;-37094438,-37094262;-37090788,-37090729;-37088192,-37088076;-37084088,-37083922;-37079255,-37077602;-37077021,-37076909;-37076413,-37076261;-37074568,-37074386;-37067657,-37064873;-37064622,-37064086;-37056293,-37055825;-37055462,-37055131;0,240;3833,3899;4336,4441;6068,6108;6979,7037;7565,7831;8109,8356;8372,8834;9012,9472;9672,9879;9918,10329;10434,10582;11358,11624;11747,12622;13675,13953;14041,14172;14372,14498;14694,14868;15049,15415;15508,15903
5079	0,37;10779,11016;11675,11850;12157,12375;14137,14205;14892,15013;15115,16048;25624,25785;26111,26308;26392,26471;26534,26914;27127,28146;28235,28367;28803,28915;30124,30391;31290,31409;31643,32046;32123,32313;32463,33289
5080	0,205;2254,2308;2468,2803;4129,4349;4436,4789;4910,4965;5361,5503;5572,5711;5969,6083;6164,6225;6472,6546;6862,7010;10829,10910;11307,11341;11704,12032;12087,12749;13235,13367;13625,13947
5081	0,129;38014,38055;46380,46469;47591,47638;50760,50855;54002,54067;55530,55655;58178,58384;60180,60287;60595,61792;71193,71282;72223,72368;74283,74439;78896,78981;97224,97542;109632,109793;110996,111193;113220,113423;115796,115909;116803,116893;118129,118410;120163,120296;122117,122217;124881,125116;153299,153375;155300,155462;157973,158157;162482,165065
5082	0,172;29866,29907;30104,30574;31176,31432;34220,34315;35021,35489;36789,37720;43324,43383;46769,47002;50609,50766;53981,54137;54448,54646;58240,58312;67336,67497;68155,68352;69600,71454;76618,76741;78084,78134;79645,79781;85854,85914;86874,86956;87810,89096;94831,94963;110101,110506;116234,116846
5083	0,293;1014,1172;21601,23177;28132,28205;28688,28817;28933,29016;38250,38323;65842,65935;72939,72971;74647,74730;91888,91961;97163,97262;103029,103060;103769,105883
5084	0,185;301,394;634,809;977,1094;1226,1355;2227,2433;4202,4520;6303,6463;6802,7057;7488,7658;10344,10581;11485,11697;11999,12437
5085	0,79;2448,2625;26764,26938;32046,32470;33024,33226;34887,34982;40700,41347
5086	0,159;399,526;2644,2823;4652,5006;6076,6120;7408,7467;10777,10930;12167,12480
5087	0,379;1326,1453;1567,1747;3001,3047;3084,3548;3638,3886;4026,4175;4265,4345;5493,6129
5088	0,240;3160,3279;4157,4697;7100,7238;10791,10925;12938,13058;14143,14297;14429,14700;15908,16039;17457,17588;17733,17804;19415,19569;21340,21442;21551,21630;22129,22461;24020,24176;24865,25049;26246,26407;26902,27042;27596,27677;31549,33616;44872,47290
5089	0,588;3625,4321;4994,5541;7853,7991;10716,10850;13246,13549;16360,16514;19307,19420;20434,20565;20633,20924;24182,24306;25567,25742;26335,26414;26704,26877;27438,27621;33022,33178;33641,34341;36698,36859;37378,37518;39749,39910;41523,43777
5090	0,36;2360,3625
5091	0,364;782,886;5347,5411;6767,7267;11623,11673;12062,12397;15280,15514;18835,18983;19076,19290;19490,20620;21330,21538;21899,21967;22172,22287;22426,22567;24014,24534;25239,25355;27372,27445;27532,27622;27826,28691;29060,29743;31873,32383;35405,35543;35624,35746;35998,36096;36812,36997;37135,38437;38648,38745;38901,39089;39381,39633;39775,40748;42109,42512
