75	0,1031;6782,6918;6998,7096;10397,10882;12344,12483;13847,13976;14433,14646;14747,14952;15930,16068;18765,18950;24276,24388;25556,26393
76	0,152;5543,5644;7191,7347;12620,12858;13390,13522;13635,13904;33012,33174;33259,33342;34823,35022;35443,35519;36182,36449;38597,38724;38812,39502
77	0,3172;4652,4812;5156,5572;5725,5837;5965,6138;6316,6627;6744,7023
78	0,57;691,1104;2824,2913;6173,6905;14938,15117;16444,16585;16723,16811;18811,18943;26266,26365;28863,29062;64218,64393;67908,68075;88353,88536;95873,95914;97956,98057;100734,100844;103621,103690;105776,105994;107768,114901
79	0,301;980,1221;2307,3529;20840,21024;21800,21905;40271,41127;45462,45635;47653,47701;47779,47944;49722,49916;53042,53908
80	0,205;1882,1956;3430,3518;5153,6019;7550,7629;8185,8296;11390,11673;12622,14978
81	0,89;268,597;757,926;1144,1396;9163,9632;11799,11895;12102,12474;21594,21751;24834,24945;27555,27744;28330,28936;43937,44258
82	0,410;522,677;916,1138;12372,12436;19056,19199;20897,21118;29683,29839;31815,31928;33426,33558;37152,37309;47579,47633;47691,47947;56083,57228;57840,58187
83	0,69;6763,6994;8004,8053;8612,9380;15391,15561;15732,15948;17405,18105
84	0,193;2774,3311;7254,7365;7904,8041;11690,11741;12367,14353
85	0,221;357,539;725,1646;1647,2010;2176,2773
86	0,470;849,1057;51234,51361;51632,51756;51979,52098;67553,67658;70665,70784;73905,73935;76013,76058;80511,80783;81408,81537;82489,82526;82938,83017;84068,84150;87355,87720;88637,88764;90099,90785;95953,96240
87	0,118;5792,5919;6585,6687;8292,8411;9436,9466;13454,13499;13606,13735;14487,14524;16664,16743;18914,18943;19108,21409;21422,21598;23404,23562;29669,29751;31229,31307;31846,32032;32179,32810
88	0,280;10820,15876
89	0,391;2258,2479;3600,3778;6445,6656;6833,7581;8833,8856;8967,9202;9410,9773
90	0,208;8779,9444;11517,12072;12622,12647;12775,12803;13225,14899
91	0,1051;4051,6590
92	0,294;371,832;1314,1370;2104,2170;2416,2502;6411,6496;10012,10085;10295,10692;11150,11640;11764,11998;12842,12905;13199,13366;13740,13863;14325,14721;15055,15403;15544,15671;15704,15869;15900,16057;16149,16495
93	0,1490
94	0,195;1747,4312;4499,4651;5432,8039;8122,8737
95	0,297;35848,36317;40669,40848;43925,45779;48324,48479
96	0,77;15619,16335;22999,23784;24900,25161;25296,25428;69829,70008;74467,75937
97	0,300;648,750;17633,17741;19033,19117;24415,24515;36410,36454;43614,43692;43801,43895;44254,44329;46367,46394;52052,52195;54774,54863;55831,55932;63169,63547;65204,66007;70456,74405
98	0,340;21304,21354;37782,37949;83846,84461;89998,90012;90742,90842;92095,92235;95769,95869;97127,97207;101849,102025;105346,105432;109304,109489;112342,114494
99	0,412;13978,14011;23336,23459;26935,27105;38658,39200;46601,46633;47713,47913;51989,52165;53970,53987;55028,55077;62825,62924;66481,66627;67437,67561;68566,68748;74357,74515;75098,75142;83066,83152;88689,88862;98958,119504
100	0,614;6304,6471;7512,7688;9313,9398;9631,9726;9942,10099;11843,12998
101	0,209;47839,47935;62521,62799;67034,67213;79051,79087;90829,90897;94621,94753;107192,107373;107927,107979;116955,117003;117936,118007;118582,118674;126559,126636;128608,131097;131130,131204;141575,141640;142781,142855;143396,143470;144640,144714;145842,145913;146966,147143;151476,151517;152657,152695;153351,153443;153899,153946;155051,155113;155231,155305;156192,156391;157855,157914;158742,158831;160358,160390;161165,161251;162881,162937;163851,163934;165063,165122;167671,167730;168574,168657;170001,170057;170843,170926;172402,172461;173212,173295;174934,174990;176020,176079;176747,177504;177544,177603;179780,179854;180991,181048;181716,181787;182238,182285;183038,183103;185280,185354;188649,188723;197047,197106;197664,197711;198512,198592;200747,200824;203999,204061;205713,205787;213306,213384;214888,215231;218180,218308;218842,218911;222563,222772;227566,227674;238824,238903;239667,239696;240567,241008;241841,241963;242905,244359
102	0,509;121120,121579;140118,140291;140855,141150;148817,149089;158183,158267;158914,159091;160922,161106;164469,164621;166122,166211;166554,166718;170023,173729
103	0,443;86595,86751;96310,96372;98203,98472;103012,103307;107817,108089;109410,109494;110920,111097;112168,112861;114654,114806;117286,117375;118839,119103;119229,119402;120243,130357
104	0,713;26705,27046;74286,74374;83042,83176;89870,90001;109404,109587;113597,113706;137227,137512;139905,139998;158072,158364;193125,193212;196987,197045;199623,199706;211047,211124;211871,212026;216738,216822;219176,219538;231520,231624;233332,233379;234868,234924;236977,237123;239600,239691;240869,240974;243217,243281;243926,243986;244914,245386;245740,245744;245750,245827;247079,247159;248630,253890
105	0,152;52195,52338;61550,61733;70548,70663;78030,78156;81111,81204;86846,87063;97778,97865;104586,104644;113591,113668;117396,117482;122537,122683;126152,126184;129056,129176;130975,131073;138007,138631;139155,139214;148104,148402;149730,149782;150632,151807;165905,165966;173939,173993;175278,175285;175400,175568;191729,193522
106	0,625;41969,42106;56736,56919;57561,57639;58833,59137;65525,65651;69243,69336;75476,75563;89166,89224;91746,91817;95965,96120;97765,97794;98276,98405;98985,99134;99193,99291;101008,101101;101865,103532;104999,105063;106299,106446;108332,108361;108964,109022;109876,109945;110718,110725;110861,111354;116808,119059
107	0,52;13046,13115;13840,13896;15348,15395;17082,17117;17672,17805;18858,24813
108	0,228;723,877;41699,42221;49147,49354;50962,51104;74069,74137;74213,74277;74402,74476;74574,74638;74783,75211;102476,102681;103266,103838;113585,113745;119921,120087;128286,128384;137171,137356;145250,145752;149631,149691;149875,150216;155344,155396;156267,156407;158931,159052;161779,161944;170154,170276;170974,171177;171919,172023;172912,173738;178387,178484;178840,179041;189424,189482;197183,197423;215827,215977;216224,216333;216432,217175;217360,217445;217633,217876;218158,218596;218808,219342;221709,221856;222852,225503
109	0,722;8731,10762
110	0,193;5473,5894;14037,14620
111	0,252;37793,38058;38167,38524;39182,39356;41104,41194;42980,44540;46669,46705;51060,51126;52952,53145;53447,54316;55810,55894;56403,56509;59414,59625;59740,59854;60446,63831
112	0,116;5046,5136;14791,14827;17599,17665;24810,25000;26971,27090;27608,27692;29564,29678;32717,34885
113	0,271;962,1158;1313,3792
114	0,673;1175,1518;1610,1666;2551,3500;3601,4351;4530,7250;7334,7985
115	0,1307;115463,115533;153318,153464;160470,160683;184701,184853;186937,187102;190016,190105;190648,190749;192652,192748;193187,193322;195203,195432;196927,197105;197655,197760;198000,198102;198622,198712;203239,203307;203630,203743;205424,207020
116	0,377;557,650;1948,2058;2690,3462;3660,3751;4690,5316;5604,5646;7854,7952;9376,9611;10542,11416;11532,14532;14867,14978;33449,34113
117	0,491;918,1235;2429,2564;11107,11273;16366,16494;18079,18195;19533,19680;21633,21808;22361,22490;26599,26669;27341,28763;30029,31793
